fips,own_code,av_11,av_21,av_22,av_23,av_31,av_42,av_44,av_48,av_51,av_52,av_53,av_54,av_55,av_56,av_61,av_62,av_71,av_72,av_81,av_92
"48245",5,184.8333,337,900.6667,11682.83,14449.67,3500.333,15142.67,3647,2422.167,2943.5,1621.167,4652.167,441.1667,6038.667,351.5,16764.67,642.5,9407.333,3548.333,
"48245",1,,,,,,,,1509.167,,83,,13.33333,,,,,17,,,1395.833
"48245",2,,,,0,,,,,,,,,,,1749.333,537,,,,0
"48245",3,,,409.8,280.1667,,,,79.2,0,,0,,,134.1667,6946.333,550.5,163.3333,,,3074.5
"48247",3,,,0,0,,,,0,0,,0,,,,0,0,0,,0,92.66666
"48247",1,,,,,,,,6.833333,,2,,,,,,,,,,94.33334
"48247",2,,,,0,,,,,,,,,,,,0,,,,7.6
"48247",5,101,75,0,25.2,22.4,0,218.6667,58,16,22.4,3.6,0,,0,,286,0,73,55.83333,
"48249",2,,,,0,,,,,,,,,,,,53,,,,21.5
"48249",5,280.1667,2319.333,35.8,418.8333,231.3333,636.1667,1514.833,447.6,84.33334,313.8333,367.8333,205,0,74.8,2,1466.2,45.16667,920.5,517.8333,
"48249",1,,,,,,,,58.16667,,7.833333,,,,,,,,,,28.66667
"48249",3,,,0,0,,,,0,0,,0,,,0,846.2,0,0,,,381
"48251",5,105.1667,137,158.3333,2667,6477.667,1182.833,5250.167,1258.5,337.5,809.3333,304.8333,385.4,85.8,1046.667,192.1667,3242.167,126.8333,2504.5,806,
"48251",1,,,,,,,,217.8333,,6.5,,,,,,,,,,32.33333
"48251",2,,,,0,,,,,,,,,,,,33.4,,,,31.83333
"48251",3,,,0,94.2,,,,0,0,,0,,,19,3565.5,0,0,,,988
"48253",5,112.6667,145.1667,93.16666,136.8333,254.1667,141.6667,412.6667,107.6667,34.16667,133.5,38.66667,31.83333,0,14.2,0,261.6667,33,211.1667,63.33333,
"48253",1,,,,,,,,35.83333,,7.333333,,.3333333,,,,,,,,58
"48253",3,,,0,0,,,,,,,10,,,,627.2,427.2,0,,0,181.1667
"48253",2,,,,0,,,,,,,,,,,0,0,,,,2.4
"48255",3,,,,,,,,,,,0,,,,0,0,,,,0
"48255",1,,,,,,,,31,,,,,,,,,,,,10.66667
"48255",5,49.16667,100.5,84.4,89.83334,177.3333,140.6667,361.3333,76.6,8,105.8333,30.16667,0,0,160,,571.5,3.4,96.2,74,
"48255",2,,,,0,,,,,,,,,,,,0,,,,0
"48257",5,21.8,31,209.5,1418.5,4407.833,816.3333,3199.833,384.8333,163.1667,578.5,203.3333,0,0,697.8333,102,2123.333,130.3333,1596.667,621.8333,
"48257",1,,,,,,,,164,,,,,,,,,,,,21
"48257",3,,,0,0,,,,0,0,,0,,,0,0,0,0,,,626.3333
"48257",2,,,,0,,,,,,,,,,,,167.2,,,,33.16667
"48259",2,,,,0,,,,,,,,,,,0,0,,,,26.16667
"48259",1,,,,,,,,52,,,,,,,,,,,,3.666667
"48259",3,,,0,,,,,,,,,,,0,0,0,,,,329.3333
"48259",5,40.8,10.8,15.8,771.3333,772.3333,237.1667,1634.5,26,106.8333,687.6667,73,353.3333,0,0,56,675,359.6667,749.6667,308.3333,
"48261",2,,,,,,,,,,,,,,,0,,,,,0
"48261",1,,,,,,,,2.5,,,,,,,,,,,,
"48261",3,,,,,,,,,,,,,,,0,,,,,0
"48261",5,22.6,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,8.2,
"48263",2,,,,0,,,,,,,,,,,0,,,,,0
"48263",3,,,,,,,,,,,,,,,0,0,,,,0
"48263",5,12.4,0,0,0,,0,0,,,0,0,0,,,,0,0,0,0,
"48263",1,,,,,,,,4,,,,,,,,,,,,6.5
"48265",1,,,,,,,,72,,,,,,,,430.5,,,,53.5
"48265",3,,,0,26,,,,0,0,,0,,,0,0,0,28.2,,,449.6667
"48265",2,,,,0,,,,,,,,,,,,109,,,,79.66666
"48265",5,91.6,18,17.83333,1041.833,1004.167,281.8333,2500.667,102.8333,306,382.8333,244.8333,414.3333,6,208.6,304.3333,2522,229.6667,1697.167,766.1667,
"48267",5,9.2,0,22.4,127.8333,268.8333,48.16667,224,10.4,0,7.8,.6,2.4,,0,,99.83334,0,0,40.83333,
"48267",1,,,,,,,,11,,,,,,,,,,,,8.166667
"48267",3,,,0,0,,,,,0,,,,,0,0,0,,,,65.83334
"48267",2,,,,0,,,,,,,,,,,0,0,,,,12
"48269",3,,,,,,,,,,,,,,,0,,,,,0
"48269",1,,,,,,,,2,,,,,,,,,,,,1.833333
"48269",2,,,,0,,,,,,,,,,,,,,,,0
"48269",5,0,,,0,0,0,0,,0,,,0,,,,,0,,0,
"48271",2,,,,0,,,,,,,,,,,,0,,,,10
"48271",5,38.83333,,0,0,0,0,38.83333,0,0,0,0,0,,0,,15.4,0,0,11.2,
"48271",3,,,0,0,,,,,0,,,,,,0,0,,,,63
"48271",1,,,,,,,,3,,,,,,,,,,,,104.1667
"48273",1,,,,,,,29.16667,42.16667,,,,3,,,,,79.83334,7.333333,,470
"48273",5,410.8333,302.8333,33.83333,295.3333,178.5,66.16666,1488.5,86.83334,101.6667,252.3333,157,0,0,238,112.6,460.2,42.5,1016.333,271.5,
"48273",2,,,,0,,,,,,,,,,,0,0,,,,0
"48273",3,,,36.4,50.6,,,,0,0,,0,0,,0,894.6,27.5,0,,0,390
"48275",2,,,,0,,,,,,,,,,,0,0,,,,0
"48275",1,,,,,,,,13.83333,,,,7.833333,,,,,,,,14.16667
"48275",3,,,0,0,,,,,,,0,,,0,0,0,,,,65.33334
"48275",5,140.8333,154,0,42.6,22,97.33334,98,0,1.2,0,0,1.4,,0,0,40.2,5.2,10,40.16667,
"48277",3,,,0,0,,,,0,0,,0,,,0,0,0,0,,,456.5
"48277",2,,,,0,,,,,,,,,,,,31.6,,,,44.66667
"48277",1,,,,,,,,116,,,,4.833333,,,,,,,,42.66667
"48277",5,0,0,191.3333,757.1667,4552.333,460.3333,2643.167,349.3333,214.8333,646.5,111.5,0,0,803.5,51.4,3381.8,122,1304.333,481.8333,
"48279",5,1021.5,,112.8,98.83334,521,264.5,476,113.4,4,75.6,2.8,27.2,,100,,314.1667,0,87.66666,97.33334,
"48279",3,,,,0,,,,,0,,,,,,0,0,,,,183.5
"48279",2,,,,0,,,,,,,,,,,,0,,,,9.6
"48279",1,,,,,,,,29.66667,,,,,,,,,,,,19.66667
"48281",2,,,,0,,,,,,,,,,,0,0,,,,5.666667
"48281",1,,,,,,,,36.16667,,,,,,,,,,,,14.66667
"48281",3,,,0,0,,,,0,,,0,,,,0,0,,,,175.1667
"48281",5,0,0,19.2,627.5,612.8333,162.3333,597.8333,35.4,47.4,103,135.5,76.16666,0,375.8333,6,250.8,.8,76.6,167.4,
"48283",2,,,,0,,,,,,,,,,,,0,,,,133.6667
"48283",1,,,,,,,,8,,,,,,,,,,,,69.66666
"48283",3,,,,0,,,,,,,0,,,,0,,,,,87.33334
"48283",5,15.8,20,0,3.8,,13.16667,108.1667,0,0,18.6,18.4,0,,0,,98.16666,0,0,36,
"48285",3,,,0,0,,,,,,,,,,0,82.2,29.4,,,,235
"48285",5,37.66667,82.33334,0,234.1667,1996.333,314.5,750.1667,0,27.4,150.5,24.66667,48.33333,,19.6,0,0,12,164.2,153.6667,
"48285",1,,,,,,,,50.16667,,,,,,,,,,,,10.5
"48285",2,,,,0,,,,,,,,,,,0,0,,,,3.333333
"48287",2,,,,0,,,,,,,,,,,,23,,,,0
"48287",5,114.3333,353,0,534.5,374.8333,237.8333,698.1667,0,18.8,189,49.66667,169,,33.16667,0,99.33334,22,340.5,112.4,
"48287",1,,,,,,,,27,,,,,,,,,,,,10.33333
"48287",3,,,0,0,,,,,,,,,,0,0,0,,,,59.8
"48289",3,,,,0,,,,,0,,0,,,0,118.2,1,,,,114
"48289",5,78.83334,498,13.6,1249.667,437.3333,181.3333,516.5,33.6,53.83333,106.3333,54.16667,63.4,,40.2,,128.6667,0,314.5,72.66666,
"48289",2,,,,0,,,,,,,,,,,0,0,,,,19
"48289",1,,,,,,,,47.66667,,,,,,,,,,,,7
"48291",3,,,35.16667,0,,,,0,0,,0,,,0,0,0,0,,,562.6667
"48291",1,,,,,,,,116.1667,,,,,,,,,,,,17.83333
"48291",5,220.3333,337.8333,55.5,849.8333,1834.167,439.3333,2648.667,356.1667,104,431.6667,210.5,135.3333,0,319.1667,1.2,390.4,44,1017,408,
"48291",2,,,,0,,,,,0,,,,,,,142.5,,,,0
"48293",3,,,0,0,,,,,,,0,,,0,0,0,,,,314
"48293",1,,,,,,,,49.83333,,4.666667,,,,,,,,,,7.5
"48293",5,41.33333,178.1667,141.4,129.8333,792.3333,153.6667,940.3333,115.6,64,184.8333,24.33333,44.33333,0,390.1667,0,0,6.8,196,164.3333,
"48293",2,,,,0,,,,,,,,,,,,0,,,,33.33333
"48295",1,,,,,,,,13.83333,,,,,,,,,,,,13.16667
"48295",3,,,,,,,,,,,,,,,0,0,,,,70.8
"48295",2,,,,0,,,,,,,,,,,,0,,,,0
"48295",5,29.66667,70.5,,0,0,41.33333,87,86.5,0,4.6,0,4.6,,,,6.4,0,0,11,
"48297",2,,,,0,,,,,,,,,,,,0,,,,24.33333
"48297",5,33.4,122.3333,0,84.16666,0,0,387.8333,115.8333,0,92.83334,22.83333,10.5,0,0,,162.5,3.6,132,87.5,
"48297",3,,,0,0,,,,,0,,,,,,0,0,,,,164
"48297",1,,,,,,,,12.16667,,,,,,,,,,,,305.5
"48299",5,9.2,3.2,43.6,389.5,135.8333,251,504.3333,14.2,17.4,176.6667,48.16667,72.16666,0,21.4,0,0,0,0,111.5,
"48299",3,,,0,0,,,,0,0,,,,,0,0,0,,,,194.6667
"48299",2,,,,0,,,,,,,,,,,,0,,,,19.66667
"48299",1,,,,,,,,32.66667,,,,,,,,,,,,4.333333
"48301",3,,,,,,,,,,,,,,,,,,,,0
"48301",2,,,,,,,,,,,,,,,,0,,,,0
"48301",5,0,0,,,0,0,0,0,,,0,0,,,,0,,0,0,
"48301",1,,,,,,,,2.166667,,,,,,,,,,,,
"48303",2,,,,0,,,,,,,,,,,0,240.8,,,,213.2
"48303",1,,,,,,,0,606.5,,23.5,,27.33333,,,,,,,,620.1667
"48303",3,,,0,0,,,,0,0,0,,0,,0,0,0,0,,0,2369.5
"48303",5,1062.167,117.3333,412.3333,4967,5999.833,5849.167,15051.33,2881.667,5386.833,4812.833,1838.667,3187.833,169.5,7072.5,871.1667,15626,1366.833,12920,2587.667,
"48305",2,,,,0,,,,,,,,,,,0,0,,,,3
"48305",3,,,,0,,,,,,,0,,,0,0,0,,,,75.33334
"48305",1,,,,,,,,17.16667,,,,,,,,,,,,12.16667
"48305",5,397.5,,0,11,36,42.66667,91.83334,0,62.6,43.2,4.4,8.8,,0,,55.5,0,0,20.8,
"48307",5,0,0,0,49.16667,237,0,506.3333,111.1667,37.2,93,21.83333,69.66666,0,35.83333,,284.6667,0,0,78.4,
"48307",3,,,0,0,,,,0,,,,,,0,0,0,0,,,128.8333
"48307",2,,,,0,,,,,,,,,,,,0,,,,14.6
"48307",1,,,,,,,,21.66667,,,,,,,,,,,,12.5
"48309",2,,,,0,,,,,,,,,,,0,0,,,,0
"48309",5,253.5,113,843.3333,5489.167,14352.33,3932.5,11021,2164.333,1864.667,4421.667,1331.333,2116,669.8333,5671.333,2690.667,11365.33,734,8238.333,3165.5,
"48309",3,,,0,0,,,,0,0,,10,0,,0,0,0,0,,,2213.833
"48309",1,,,,,,,463.5,684.6667,,1,,11.66667,,,,2789.833,,33.83333,,645
"48311",2,,,,0,,,,,,,,,,,,,,,,0
"48311",5,8,8.4,,0,,0,14.2,4,0,0,0,0,,0,0,0,,0,0,
"48311",1,,,,,,,,3.666667,,,,,,,,,,,,.3333333
"48311",3,,,,,,,,,,,,,,,0,,,,,0
"48313",1,,,,,,,,22.33333,,,,,,,,,,,,3
"48313",5,0,3.6,1.8,75.5,36,22.2,510.3333,95.33334,23.16667,76.5,25.33333,56.33333,,78.83334,0,241.1667,8.6,102,92.83334,
"48313",2,,,,0,,,,,,,,,,,,0,,,,0
"48313",3,,,0,,,,,,,,,,,,0,0,,,,129.8333
"48315",5,18.8,0,14.4,48.66667,350.6667,9.2,263.5,47.5,2,9.4,4,19.2,0,1.4,0,128.3333,5.6,79,38.33333,
"48315",3,,,,,,,,,,,0,,,,0,0,,,,97.8
"48315",1,,,,,,,,18.33333,,,,16.83333,,,,,,,,0
"48315",2,,,,0,,,,,,,,,,,0,0,,,,20
"48317",3,,,0,0,,,,,0,,,,,,0,0,,,,57.16667
"48317",2,,,,0,,,,,,,,,,,,0,,,,9.8
"48317",1,,,,,,,,9.166667,,,,,,,,,,,,12.16667
"48317",5,149.8,10.2,0,0,0,52.16667,145.1667,0,0,5.4,0,5.6,0,0,,149.5,0,0,23,
"48319",2,,,,0,,,,,,,,,,,0,0,,,,10.6
"48319",1,,,,,,,,9,,,,,,,,,,,,9.666667
"48319",3,,,,,,,,0,,,0,,,,0,,,,,77.4
"48319",5,0,0,0,34.33333,29.33333,68.16666,82.33334,0,0,8.4,.6,6.8,,0,,131,0,61.8,29.16667,
"48321",3,,,0,0,,,,0,,,0,,,,1466.8,454.2,0,,0,340
"48321",5,614.1667,141.3333,0,601.3333,486.1667,238.6667,1311.833,0,102.6667,205.5,150.5,279.2,0,198.5,0,0,62.16667,855.6667,488.1667,
"48321",2,,,,0,,,,,,,,,,,0,5.6,,,,42
"48321",1,,,,,,,,68.5,,,,15.16667,,,,,,,,14.5
"48323",5,99.8,18.4,22,172,474.3333,107,2036.167,873,107.6667,295.8333,75.83334,195.1667,,81.5,2.2,310.4,53.83333,753.8333,122.5,
"48323",2,,,,0,,,,,,,,,,,0,0,,,,10.33333
"48323",1,,,,,,,,39.16667,,,,,,,,,,,,511.1667
"48323",3,,,38.6,0,,,,,0,,0,0,,0,0,138.6,187.2,,10.33333,465
"48325",1,,,,,,,,47.16667,,,,,,,,,,,,16.83333
"48325",5,174.8333,59.16667,68.6,406,506,244,1034.667,170.4,82,282.5,103,145.8333,0,66.2,0,0,53.66667,721.8333,160.5,
"48325",2,,,,0,,,,,,,,,,,0,0,,,,471.6667
"48325",3,,,16,0,,,,0,0,,,0,,0,319.6,44.4,0,,,394.8333
"48327",3,,,0,0,,,,,0,,,0,,0,0,0,0,,0,32.83333
"48327",1,,,,,,,,6.5,,,,,,,,,,,,5.5
"48327",5,29.66667,0,0,0,0,1.6,113.1667,0,0,9,1.6,.6,,0,,20.2,0,0,5.4,
"48327",2,,,,0,,,,,,,,,,,,0,,,,10.6
"48329",2,,,,0,,,,,,,,,,,0,47,,,,260.1667
"48329",3,,,0,0,,,,0,0,,0,0,,0,0,0,0,,6.4,1280
"48329",5,219.1667,8075,150,2701.167,2055.333,2392.833,6700.5,1340.667,1392.667,1884,960.6667,2284.667,390.6667,2718,482.5,4582,820.6667,4755.667,2043.667,
"48329",1,,,,,,,,373.5,,1,,21.83333,,,,,,,,182.3333
"48331",1,,,,,,,,50.33333,,,,,,,,,,,,14
"48331",2,,,,0,,,,,,,,,,,,0,,,,25
"48331",3,,,,0,,,,0,,,0,,,,0,0,,,,234.1667
"48331",5,172.5,69.33334,105.4,580,1629,184.3333,746,43,50.66667,230.8333,41.16667,123.1667,,165.6667,,564.6667,32,434.3333,182.5,
"48333",5,175,,0,18.8,87.2,74.33334,196.6667,0,79.4,0,0,0,,0,,281,0,0,22.8,
"48333",2,,,,0,,,,,,,,,,,,0,,,,9.6
"48333",1,,,,,,,,14.33333,,,,,,,,,,,,8.833333
"48333",3,,,,,,,,0,,,,,,,0,0,,,,0
"48335",3,,,,0,,,,,0,,,,,0,0,0,,,,117.3333
"48335",2,,,,0,,,,,,,,,,,0,0,,,,0
"48335",1,,,,,,,,18,,,,,,,,,,,,9.666667
"48335",5,103.5,55.66667,7,98.2,16.8,12.5,225.1667,65.6,19.6,0,0,13.33333,,1.8,0,96.16666,0,32.33333,54.16667,
"48337",3,,,21,0,,,,,0,,0,,,0,248.2,126.6,0,,,169.1667
"48337",5,39.66667,197.8333,35.83333,201.3333,372.6667,86.5,654,84.66666,32.33333,161,30.33333,91.33334,,39,0,0,34.83333,340.6667,127.6667,
"48337",2,,,,0,,,,,,,,,,,0,0,,,,16.4
"48337",1,,,,,,,,53.5,,,,,,,,,,,,7.833333
"48339",1,,,,,,,,427.3333,,,,,,,,,,,,148.5
"48339",3,,,0,180.6,,,,0,0,,,,,0,0,0,0,,12.2,1829.333
"48339",2,,,,0,,,,,,,,,,,,0,,,,191.8333
"48339",5,257.6667,1166.5,358.5,7392.667,7080.333,3591.5,14304.33,1563.333,981.1667,3079,1734,4914,121.5,5132.667,571.6667,7732.167,1504.333,8481.833,3279,
"48341",3,,,0,27.6,,,,0,0,,,,,0,0,0,0,,0,189.3333
"48341",1,,,,,,,,21,,,,,,,,,,,,56.66667
"48341",2,,,,0,,,,,,,,,,,0,0,,,,21.16667
"48341",5,337.1667,177.3333,22,357.5,2687,273.4,818.1667,323.8333,42.5,155.8333,38.16667,73.16666,8,150,,298.3333,0,0,224.8333,
"48343",3,,,0,,,,,,,,0,,,,0,0,,,,112.6667
"48343",2,,,,0,,,,,,,,,,,0,0,,,,0
"48343",5,0,0,0,107.6667,1941.333,0,339.3333,258.6667,30,141.8,6.8,97.16666,,24.33333,,382,1.4,28.4,104.6,
"48343",1,,,,,,,,29,,,,,,,,,,,,1.333333
"48345",2,,,,0,,,,,,,,,,,,,,,,0
"48345",1,,,,,,,,4.166667,,,,,,,,,,,,8.166667
"48345",3,,,,0,,,,,0,,,,,0,0,0,,,,17.6
"48345",5,52.33333,,0,0,0,0,47.5,0,0,12.8,,0,,8.2,,0,0,0,13.83333,
"48347",5,507.2,11.6,48.83333,944.3333,4095.5,680,2983.667,238.6667,189.1667,504,192.6667,986.8,0,152.5,38.2,2677.6,137.1667,2107.5,557.5,
"48347",3,,,38.4,0,,,,,0,,0,,,0,0,0,0,0,,474
"48347",2,,,,0,,,,,,,,,,,0,14.2,,,,90
"48347",1,,,,,,,,112.6667,,,,,,,,,,,,78.66666
"48349",3,,,0,0,,,,,0,,0,,,0,1807.833,0,0,,,437.8333
"48349",2,,,,0,,,,,,,,,,,0,33.6,,,,0
"48349",1,,,,,,,,79.83334,,,,10.33333,,,,,,,,26.16667
"48349",5,131,187.1667,106.5,542.1667,3164.5,668.1667,2113.667,441.3333,84,355.5,217.6667,190.2,27.25,1217.5,4,1282.4,84.66666,758.3333,345.3333,
"48351",3,,,,0,,,,,0,,0,,,1.4,0,0,0,,,87.16666
"48351",2,,,,0,,,,,,,,,,,,0,,,,15.83333
"48351",5,16.6,6,19.4,33.2,222.8,19.6,172.5,16.4,0,0,0,11.4,0,0,,177.1667,0,26.2,25.83333,
"48351",1,,,,,,,,27.83333,,,,,,,,,,,,0
"48353",5,89,177.8333,67.8,144.1667,863.3333,144.6,725.6667,337.1667,51.33333,164.6,15.4,88.33334,0,14.6,,453.1667,54.2,417,165.6667,
"48353",1,,,,,,,,31.5,,,,,,,,,,,,17
"48353",3,,,27.2,0,,,,,0,,,,,0,0,0,0,,,183.1667
"48353",2,,,,0,,,,,,,,,,,0,0,,,,27.33333
"48355",2,,,,0,,,,,,,,,,,2152.167,1360.167,,,,0
"48355",1,,,,,2919.833,,162,762.8333,,1,,52,,,,158.1667,175.1667,30.83333,,1369.833
"48355",5,523.5,2323.833,712.5,11930.67,9175.167,4850,16445.5,3978.667,2901.833,4089.667,2694.833,5242.667,123.3333,9302.5,471.6667,21023.67,1565.833,14345.33,5187,
"48355",3,,,440,254.2,,,,547.6667,0,,0,,,90.6,10599.83,455.5,0,,0,3289.167
"48357",1,,,,,,,,20.33333,,,,,,,,,,,,13.5
"48357",3,,,0,0,,,,0,0,,,,,0,0,0,0,,,90.33334
"48357",2,,,,0,,,,,,,,,,,0,0,,,,9.4
"48357",5,432,788.5,0,268.6667,39.16667,307.3333,379.3333,0,38.83333,113,17.8,38,0,131.2,0,0,0,0,105.1667,
"48359",2,,,,0,,,,,,,,,,,,0,,,,1.6
"48359",5,47.8,24.4,0,0,0,10.2,79.5,2.6,0,0,0,1,,,,0,0,0,0,
"48359",1,,,,,,,,3,,,,,,,,,,,,5
"48359",3,,,,0,,,,,,,,0,,,179,0,,,,34.5
"48361",5,20.66667,135.1667,56.8,1720.667,5092.5,390.2,3249.167,667.3333,186.6667,759.6667,206.1667,243,0,630.8333,28,2404,194.1667,2085.333,644.8333,
"48361",1,,,,,,,,124,,,,,,,,,,,,4.5
"48361",3,,,198.5,63.8,,,,,0,0,0,0,,0,2812,31,17.2,,0,781.6667
"48361",2,,,,0,,,,,,,,,,,0,0,,,,5.833333
"48363",2,,,,0,,,,,,,,,,,0,0,,,,62.5
"48363",3,,,0,0,,,,0,0,,,,,0,0,0,0,,0,223.3333
"48363",5,61.33333,159.3333,113.8333,328.5,1474,175.8333,1093.833,141.6667,34.5,188.3333,77.83334,123.4,17.8,578.1667,5.4,144.2,80.16666,660.1667,237,
"48363",1,,,,,,,,48.5,,,,,,,,,,,,12.5
"48365",3,,,0,0,,,,0,0,,,,,,0,0,,,,220.5
"48365",5,75.33334,425,30.33333,763.5,1076,165.8333,674.1667,372.5,36.5,172,69.5,118.8333,0,119.8333,16.6,636.8,2.8,152,153.3333,
"48365",1,,,,,,,,46.5,,,,,,,,,,,,34.16667
"48365",2,,,,0,,,,,,,,,,,,0,,,,23.33333
"48367",2,,,,0,,,,,,,,,,,0,16,,,,59.83333
"48367",5,303.8333,167.6667,123.5,1704.333,2119,752.1667,3147.667,333.3333,250.3333,372.3333,265.5,403,36.2,316,82.16666,1170.167,193.5,1870.333,547.8333,
"48367",3,,,25.6,0,,,,0,0,,,,,23,0,0,0,,0,588.3333
"48367",1,,,,,,,,142.5,,,,,,,,,,,,36.66667
"48369",2,,,,0,,,,,,,,,,,,0,,,,8.4
"48369",5,405.6,0,0,0,0,181.6667,174.8333,0,26.83333,44.4,3.4,30.16667,0,27.2,,90.66666,16.2,56.6,76,
"48369",1,,,,,,,,16.83333,,,,,,,,,,,,52.5
"48369",3,,,0,0,,,,,0,,,,,0,512,199,0,,,71.33334
"48371",5,193.6667,368.1667,33.33333,195.1667,73,75.5,594.3333,101.6667,36.83333,130.8,28,42.33333,0,17.6,,441.6667,0,0,108.5,
"48371",1,,,,,,,,22,,3.666667,,,,,,,,,,23.5
"48371",2,,,,0,,,,,,,,,,,0,18.4,,,,526.6667
"48371",3,,,12.6,0,,,,,0,,,,,,462.2,182.2,0,,,276.8333
"48373",2,,,,0,,,,,,,,,,,0,45.8,,,,659
"48373",3,,,15,0,,,,,0,,0,,,0,0,0,0,,,546.3333
"48373",5,127.8333,76,55.83333,346.1667,1343.667,217.3333,1619.667,183.3333,184.6667,294.1667,78.83334,201,26.2,25.6,15.4,914,42.5,796,304.3333,
"48373",1,,,,,,,,70.5,,,,,,,,,,,,13.66667
"48375",5,528.8333,741.1667,484.1667,3569,6885.5,3203.667,10451.67,1938.833,2059,3217.333,1034.667,2215.833,343.1667,2777.167,261.6667,11211.17,777.6667,7785,2655,
"48375",2,,,,0,,,,,,,,,,,0,139.8,,,,1530.833
"48375",3,,,0,0,,,,0,0,,0,,,34,4785.167,440.5,0,,0,1813.833
"48375",1,,,,,,,,615.3333,,5.666667,,22,,,,819.8333,4,9,,378.1667
"48377",1,,,,,,,,7.166667,,,,,,,,,,,,204.6667
"48377",3,,,,0,,,,,,,0,0,,0,0,0,,,,119
"48377",5,172,0,0,12,7.2,29,233.5,9.5,6,21.2,7.8,9.2,,24.4,0,0,14,59.4,20.8,
"48377",2,,,,0,,,,,,,,,,,,0,,,,43.6
"48379",2,,,,0,,,,,,,,,,,,0,,,,7.4
"48379",5,24.8,7.4,0,137.5,127.1667,55.16667,271.8333,0,5,18.6,3,52.2,0,6.8,0,69.33334,33.2,65.8,34.2,
"48379",1,,,,,,,,17.33333,,,,,,,,,,,,2.333333
"48379",3,,,,0,,,,,0,,0,,,0,0,0,,,,71.66666
"48381",2,,,,0,,,,,,,,,,,0,0,,,,44.4
"48381",3,,,,0,,,,,,,,0,,0,0,,,,0,502.5
"48381",5,248.1667,28,0,1623.667,1679.833,2151.5,3009.667,0,245.6667,692.3333,388,770.3333,41,881.6667,46.6,1668.8,319.3333,1866,838.6667,
"48381",1,,,,,,,,30.5,,,,,,,,,,,,28.16667
"48383",5,12.2,368,0,0,0,0,98.66666,156.1667,0,33,,6.4,,,,15.16667,0,0,21.33333,
"48383",2,,,,0,,,,,,,,,,,,0,,,,2.6
"48383",1,,,,,,,,5.666667,,,,,,,,,,,,7.833333
"48383",3,,,,0,,,,0,0,,,,,,0,0,0,,0,60.66667
"48385",5,18.8,,0,52.33333,14.4,0,40.16667,0,0,4.4,1.2,1,,0,0,39.4,5.2,41.2,0,
"48385",3,,,,,,,,,,,0,,,,0,,,,,31.2
"48385",1,,,,,,,,6,,,,,,,,,,,,0
"48385",2,,,,0,,,,,,,,,,,,0,,,,5.6
"48387",2,,,,0,,,,,,,,,,,,0,,,,16.8
"48387",1,,,,,,,,38,,,,,,,,,,,,6.333333
"48387",5,0,0,20.4,87,795.5,26.16667,401,18.4,0,67.2,19.6,9,,0,,698.1667,10.2,87.6,64.66666,
"48387",3,,,,,,,,,,,0,,,,0,0,,,,0
"48389",5,376.8333,146.1667,35.5,73.4,227,53.83333,552.6667,124.1667,39.66667,142.5,26,30.2,,8.8,,297.5,0,0,61,
"48389",2,,,,0,,,,,,,,,,,3.6,0,,,,18
"48389",1,,,,,,,,25.83333,,,,,,,,,,,,55.5
"48389",3,,,27.8,14.4,,,,,0,,0,,,0,0,0,0,,0,636
"48391",2,,,,0,,,,,,,,,,,,0,,,,11.4
"48391",1,,,,,,,,16.66667,,,,,,,,,,,,30
"48391",3,,,0,0,,,,,0,,,,,0,0,0,0,,,145.1667
"48391",5,125.8333,140.8333,5.6,73.4,3.6,28,261.6667,23.66667,5.2,75.2,21,10.2,,7,0,0,0,0,64,
"48393",5,4.6,0,0,2.8,0,0,2,0,0,0,,0,,0,,0,,11.2,0,
"48393",3,,,,0,,,,,0,,,,,0,0,0,0,,,22.66667
"48393",1,,,,,,,,8.166667,,,,,,,,,,,,4.666667
"48393",2,,,,0,,,,,,,,,,,,,,,,0
"48395",3,,,0,0,,,,,,,0,,,,0,0,,,,207.1667
"48395",5,146.6,117.6,81.66666,226,503.6667,76.16666,330.6667,49.66667,2.2,99.2,21.2,23.8,0,0,,382,9.4,317,53,
"48395",2,,,,0,,,,,,,,,,,,0,,,,11
"48395",1,,,,,,,,34,,,,,,,,,,,,15.33333
"48397",3,,,9.8,0,,,,,0,,,0,,0,0,,0,,0,422.5
"48397",1,,,,,,,,83.66666,,,,,,,,,,,,2.833333
"48397",5,3.4,1,17.4,1060.6,1285,517.8,2459.5,991.6667,128.1667,342.1667,192.6667,373,7.666667,798.8333,120.6667,1829.667,160.5,1399.167,498.8333,
"48397",2,,,,0,,,,,,,,,,,,0,,,,13.6
"48399",1,,,,,,,,29.66667,,,,,,,,,,,,16.66667
"48399",3,,,0,0,,,,,,,0,,,0,463.8,130,,,,134
"48399",2,,,,0,,,,,,,,,,,0,0,,,,17.8
"48399",5,178.1667,41.83333,14.6,105.1667,865.3333,101.5,466.6667,58.6,11.6,50.6,4.2,47.66667,0,0,,279.6667,23.2,140.6,68.5,
"48401",3,,,0,0,,,,0,0,,,,,10.2,0,0,0,,0,295.3333
"48401",2,,,,0,,,,,,,,,,,33.2,0,,,,84
"48401",5,326.6667,1031,458.6667,1374.667,1711.5,251.6667,1371,310.5,146.3333,366.3333,95,0,0,581.6667,22.4,1035.4,43,817.1667,342.6667,
"48401",1,,,,,,,,81.16666,,6,,,,,,,,,,16
